id,rowname,diff,lwr,upr,p adj,Significant
sp|Q8NE01|CNNM3_HUMAN,7-4,-708110,-1239764.0077609103,-176455.99223908957,0.002548700121157932,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,2-1,13189889.999999989,522753.6113491859,25857026.38865079,0.03595270056896238,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,6-1,-13033880,-25701016.388650805,-366743.6113491971,0.03972619619187534,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,4-2,-14716699.999999993,-27383836.388650797,-2049563.6113491897,0.012783280779983142,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,5-2,-25109139.999999985,-37776276.38865079,-12442003.611349182,1.8768967612325937e-6,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,6-2,-26223769.99999999,-38890906.38865079,-13556633.611349186,6.562358009221114e-7,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,7-2,-23173579.999999993,-35840716.3886508,-10506443.61134919,1.1308073989302336e-5,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,5-3,-19504839.999999993,-32171976.388650797,-6837703.61134919,2.9353910847484954e-4,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,6-3,-20619469.999999993,-33286606.388650797,-7952333.61134919,1.1193802931330765e-4,Yes
sp|Q86WG3|ATCAY_HUMAN;sp|Q12982|BNIP2_HUMAN,7-3,-17569279.999999993,-30236416.388650797,-4902143.61134919,0.0014635686882936705,Yes
sp|Q99436|PSB7_HUMAN,5-1,15764429.999999996,1941784.0391561408,29587075.960843854,0.015459882708963701,Yes
sp|Q99436|PSB7_HUMAN,6-1,45911529.999999985,32088884.03915613,59734175.96084384,1.554789630375808e-11,Yes
sp|Q99436|PSB7_HUMAN,7-1,63001829.99999997,49179184.03915612,76824475.96084383,1.5322965118969023e-11,Yes
sp|Q99436|PSB7_HUMAN,6-2,39162219.99999997,25339574.039156117,52984865.960843824,7.499856291559581e-11,Yes
sp|Q99436|PSB7_HUMAN,7-2,56252519.999999955,42429874.0391561,70075165.96084382,1.5330070546326624e-11,Yes
sp|Q99436|PSB7_HUMAN,6-3,37456179.999999985,23633534.03915613,51278825.96084384,2.845520485905695e-10,Yes
sp|Q99436|PSB7_HUMAN,7-3,54546479.99999996,40723834.03915611,68369125.96084382,1.5334955527634975e-11,Yes
sp|Q99436|PSB7_HUMAN,6-4,37891619.99999997,24068974.039156117,51714265.960843824,1.9849144550221354e-10,Yes
sp|Q99436|PSB7_HUMAN,7-4,54981919.99999994,41159274.03915609,68804565.9608438,1.5335399616844825e-11,Yes
sp|Q99436|PSB7_HUMAN,6-5,30147099.999999993,16324454.039156137,43969745.960843846,1.7257045226148904e-7,Yes
sp|Q99436|PSB7_HUMAN,7-5,47237399.99999997,33414754.039156117,61060045.960843824,1.5428880395518263e-11,Yes
sp|Q99436|PSB7_HUMAN,7-6,17090299.999999978,3267654.039156122,30912945.96084383,0.0064299977151280885,Yes
sp|P23381|SYWC_HUMAN,5-1,43716500.000000104,9546830.338801853,77886169.66119835,0.0042645127636264935,Yes
sp|P23381|SYWC_HUMAN,6-1,48545500.000000045,14375830.338801794,82715169.66119829,0.0010351373297619038,Yes
sp|P23381|SYWC_HUMAN,7-1,275303900,241134230.33880174,309473569.66119826,1.5322076940549323e-11,Yes
sp|P23381|SYWC_HUMAN,7-2,259967699.9999999,225798030.33880165,294137369.66119814,1.5322076940549323e-11,Yes
sp|P23381|SYWC_HUMAN,6-3,35596199.99999997,1426530.3388017192,69765869.66119823,0.035812306906381264,Yes
sp|P23381|SYWC_HUMAN,7-3,262354599.9999999,228184930.33880165,296524269.66119814,1.5322076940549323e-11,Yes
sp|P23381|SYWC_HUMAN,7-4,250222699.99999988,216053030.33880162,284392369.66119814,1.5322076940549323e-11,Yes
sp|P23381|SYWC_HUMAN,7-5,231587399.99999988,197417730.33880162,265757069.66119814,1.5322076940549323e-11,Yes
sp|P23381|SYWC_HUMAN,7-6,226758399.99999994,192588730.33880168,260928069.6611982,1.5322076940549323e-11,Yes
sp|P23515|OMGP_HUMAN,5-1,163287999.9999998,21747697.712321162,304828302.2876784,0.0137516447462801,Yes
sp|P23515|OMGP_HUMAN,6-1,279820999.99999976,138280697.71232113,421361302.28767836,1.9978148556587527e-6,Yes
sp|P23515|OMGP_HUMAN,5-2,148202999.99999982,6662697.712321192,289743302.2876785,0.03428715056046472,Yes
sp|P23515|OMGP_HUMAN,6-2,264735999.99999982,123195697.71232119,406276302.2876785,7.015993416126243e-6,Yes
sp|P23515|OMGP_HUMAN,6-3,235719999.9999999,94179697.71232128,377260302.28767854,7.359781712545921e-5,Yes
sp|P23515|OMGP_HUMAN,7-3,-170548700,-312089002.2876786,-29008397.71232137,0.008625688827225142,Yes
sp|P23515|OMGP_HUMAN,6-4,144322000,2781697.712321371,285862302.2876786,0.04280271912808831,Yes
sp|P23515|OMGP_HUMAN,7-4,-261946699.9999999,-403487002.28767854,-120406397.71232128,8.830561572747975e-6,Yes
sp|P23515|OMGP_HUMAN,7-5,-289735699.9999999,-431276002.2876785,-148195397.71232125,8.666110710153774e-7,Yes
sp|P23515|OMGP_HUMAN,7-6,-406268699.9999999,-547809002.2876785,-264728397.71232125,5.3304360925210403e-11,Yes
sp|Q8NCG7|DGLB_HUMAN,5-1,24135399.999999993,9066557.806980323,39204242.19301966,1.4941167911664e-4,Yes
sp|Q8NCG7|DGLB_HUMAN,5-2,22783299.999999985,7714457.806980316,37852142.19301966,3.9608824833803347e-4,Yes
sp|Q8NCG7|DGLB_HUMAN,5-3,22949600,7880757.8069803305,38018442.19301967,3.51864328955398e-4,Yes
sp|Q8NCG7|DGLB_HUMAN,7-4,-21733999.999999978,-36802842.19301964,-6665157.806980308,8.270996796392316e-4,Yes
sp|Q8NCG7|DGLB_HUMAN,7-5,-33610899.99999999,-48679742.19301966,-18542057.806980323,9.466873851504687e-8,Yes
sp|Q8NCG7|DGLB_HUMAN,7-6,-24456899.999999993,-39525742.19301966,-9388057.806980323,1.1803342955585272e-4,Yes
sp|Q9UL26|RB22A_HUMAN,7-2,-7889969.999999994,-13841228.662025943,-1938711.3379740454,0.002708650320414452,Yes
sp|Q9UL26|RB22A_HUMAN,7-4,-10165969.999999993,-16117228.662025942,-4214711.337974044,4.5433200444144894e-5,Yes
sp|Q9UL26|RB22A_HUMAN,7-5,-7980019.999999993,-13931278.662025942,-2028761.3379740436,0.0023303030348752474,Yes
sp|P10636|TAU_HUMAN,6-1,875682999.9999996,182407117.9879378,1568958882.0120616,0.0049881359109335,Yes
sp|P10636|TAU_HUMAN,6-2,1085110999.999999,391835117.9879372,1778386882.0120609,2.2283182264104529e-4,Yes
sp|P10636|TAU_HUMAN,6-3,1090175999.9999995,396900117.9879377,1783451882.0120614,2.057626275411284e-4,Yes
sp|P10636|TAU_HUMAN,6-4,983420999.9999995,290145117.9879377,1676696882.0120614,0.001059016537210078,Yes
sp|P10636|TAU_HUMAN,7-6,-910581999.9999998,-1603857882.0120616,-217306117.98793793,0.0030589741328195252,Yes
sp|Q02543|RL18A_HUMAN,5-1,20264899.99999999,696098.1616064534,39833701.838393524,0.037656723593176955,Yes
sp|Q02543|RL18A_HUMAN,6-1,81916799.99999996,62347998.161606416,101485601.8383935,1.532762805567245e-11,Yes
sp|Q02543|RL18A_HUMAN,5-2,20554209.999999978,985408.1616064422,40123011.83839351,0.033375688143696736,Yes
sp|Q02543|RL18A_HUMAN,6-2,82206109.99999994,62637308.1616064,101774911.83839348,1.5327850100277374e-11,Yes
sp|Q02543|RL18A_HUMAN,6-3,79477569.99999997,59908768.16160643,99046371.83839351,1.53307366801414e-11,Yes
sp|Q02543|RL18A_HUMAN,6-4,70029239.99999996,50460438.161606416,89598041.8383935,1.537092675363283e-11,Yes
sp|Q02543|RL18A_HUMAN,6-5,61651899.99999997,42083098.16160643,81220701.83839351,1.6665668844950687e-11,Yes
sp|Q02543|RL18A_HUMAN,7-6,-78335759.99999997,-97904561.83839351,-58766958.16160643,1.53351775722399e-11,Yes
sp|P23743|DGKA_HUMAN,5-1,-629669.9999999986,-1183191.555634528,-76148.44436546927,0.01586227211764879,Yes
sp|P23743|DGKA_HUMAN,6-1,-657789.9999999984,-1211311.5556345277,-104268.44436546904,0.010046445158663375,Yes
sp|P23743|DGKA_HUMAN,7-1,-657789.9999999986,-1211311.555634528,-104268.44436546927,0.010046445158663264,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,2-1,14819469.999999993,6516843.983637173,23122096.016362812,1.891884668758781e-5,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,6-1,-9254069.99999999,-17556696.01636281,-951443.9836371709,0.019394943988125468,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,3-2,-8964299.999999993,-17266926.016362812,-661673.9836371727,0.026142474490876255,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,4-2,-22290099.99999998,-30592726.0163628,-13987473.983637162,3.8118164180644953e-10,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,5-2,-22344179.99999998,-30646806.0163628,-14041553.983637162,3.531489545238742e-10,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,6-2,-24073539.999999985,-32376166.016362805,-15770913.983637165,4.197842073949687e-11,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,7-2,-18527459.999999985,-26830086.016362805,-10224833.983637165,9.3493506825304e-8,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,4-3,-13325799.999999989,-21628426.01636281,-5023173.983637169,1.4402065410512588e-4,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,5-3,-13379879.999999989,-21682506.01636281,-5077253.983637169,1.340308171882132e-4,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,6-3,-15109239.99999999,-23411866.01636281,-6806613.983637171,1.2641662549328636e-5,Yes
sp|Q86YM7|HOME1_HUMAN;REV__sp|Q8N4C6|NIN_HUMAN,7-3,-9563159.999999994,-17865786.016362816,-1260533.9836371746,0.013977705444964905,Yes
sp|P23368|MAOM_HUMAN,2-1,35724299.99999999,15183714.589563891,56264885.410436094,3.194234743519875e-5,Yes
sp|P23368|MAOM_HUMAN,3-1,41343500.00000001,20802914.589563906,61884085.41043611,1.3047797436938069e-6,Yes
sp|P23368|MAOM_HUMAN,5-1,-28075499.99999994,-48616085.41043604,-7534914.589563839,0.0017960007552036972,Yes
sp|P23368|MAOM_HUMAN,6-1,-28401299.999999948,-48941885.41043605,-7860714.589563847,0.0015291775056589518,Yes
sp|P23368|MAOM_HUMAN,7-1,27356600.000000037,6816014.589563936,47897185.41043614,0.0025504350605142223,Yes
sp|P23368|MAOM_HUMAN,4-2,-40638499.99999995,-61179085.41043605,-20097914.589563847,1.9630464551667615e-6,Yes
sp|P23368|MAOM_HUMAN,5-2,-63799799.99999993,-84340385.41043603,-43259214.58956383,1.757360923448914e-11,Yes
sp|P23368|MAOM_HUMAN,6-2,-64125599.99999994,-84666185.41043603,-43585014.58956384,1.7193912960067337e-11,Yes
sp|P23368|MAOM_HUMAN,4-3,-46257699.99999996,-66798285.410436064,-25717114.58956386,7.287344183648514e-8,Yes
sp|P23368|MAOM_HUMAN,5-3,-69418999.99999994,-89959585.41043603,-48878414.58956384,1.5459744595602842e-11,Yes
sp|P23368|MAOM_HUMAN,6-3,-69744799.99999996,-90285385.41043606,-49204214.589563854,1.5447532142331966e-11,Yes
sp|P23368|MAOM_HUMAN,5-4,-23161299.999999985,-43701885.41043609,-2620714.589563884,0.01731803511652341,Yes
sp|P23368|MAOM_HUMAN,6-4,-23487099.999999993,-44027685.410436094,-2946514.5895638913,0.015058539263666959,Yes
sp|P23368|MAOM_HUMAN,7-4,32270799.999999993,11730214.589563891,52811385.410436094,2.0898792488310836e-4,Yes
sp|P23368|MAOM_HUMAN,7-5,55432099.99999998,34891514.58956388,75972685.41043608,3.2373803637852916e-10,Yes
sp|P23368|MAOM_HUMAN,7-6,55757899.999999985,35217314.589563884,76298485.4104361,2.693424372424147e-10,Yes
sp|Q16658|FSCN1_HUMAN,7-1,586759000.0000002,418535535.629308,754982464.3706925,1.5392465080310558e-11,Yes
sp|Q16658|FSCN1_HUMAN,7-2,583152999.9999999,414929535.6293076,751376464.3706921,1.539912641845831e-11,Yes
sp|Q16658|FSCN1_HUMAN,7-3,592806000,424582535.62930775,761029464.3706923,1.5381806939274156e-11,Yes
sp|Q16658|FSCN1_HUMAN,7-4,577306999.9999999,409083535.6293076,745530464.3706921,1.541911043290156e-11,Yes
sp|Q16658|FSCN1_HUMAN,7-5,544390000,376166535.62930775,712613464.3706923,1.5843881762123146e-11,Yes
sp|Q16658|FSCN1_HUMAN,7-6,590021000,421797535.62930775,758244464.3706923,1.5384915563743107e-11,Yes
sp|Q8NFP9|NBEA_HUMAN,3-1,-5021700,-8853020.613710213,-1190379.3862897865,0.003142898966707164,Yes
sp|Q8NFP9|NBEA_HUMAN,4-1,-4675700,-8507020.613710213,-844379.3862897865,0.007472552333144811,Yes
sp|Q8NFP9|NBEA_HUMAN,5-1,-7178979.999999998,-11010300.613710212,-3347659.3862897847,6.745006094766026e-6,Yes
sp|Q8NFP9|NBEA_HUMAN,6-1,-5308050,-9139370.613710213,-1476729.3862897865,0.001487038252218631,Yes
sp|Q8NFP9|NBEA_HUMAN,7-1,-10982400,-14813720.613710213,-7151079.386289787,5.5129345533089236e-11,Yes
sp|Q8NFP9|NBEA_HUMAN,5-2,-4145579.9999999907,-7976900.613710204,-314259.38628977723,0.02563355802470213,Yes
sp|Q8NFP9|NBEA_HUMAN,7-2,-7948999.999999993,-11780320.613710206,-4117679.386289779,6.215801434672485e-7,Yes
sp|Q8NFP9|NBEA_HUMAN,7-3,-5960700,-9792020.613710213,-2129379.3862897865,2.468581233369127e-4,Yes
sp|Q8NFP9|NBEA_HUMAN,7-4,-6306700,-10138020.613710213,-2475379.3862897865,9.132220142094027e-5,Yes
sp|Q8NFP9|NBEA_HUMAN,7-6,-5674350,-9505670.613710213,-1843029.3862897865,5.50459033229922e-4,Yes
sp|P23246|SFPQ_HUMAN,2-1,-145650299.99999982,-175885086.7039257,-115415513.29607394,1.5322298985154248e-11,Yes
sp|P23246|SFPQ_HUMAN,3-1,-144534799.9999999,-174769586.7039258,-114300013.29607403,1.5322298985154248e-11,Yes
sp|P23246|SFPQ_HUMAN,4-1,-138047699.99999988,-168282486.70392576,-107812913.296074,1.5322965118969023e-11,Yes
sp|P23246|SFPQ_HUMAN,5-1,-125020599.99999988,-155255386.70392576,-94785813.296074,1.5327850100277374e-11,Yes
sp|P23246|SFPQ_HUMAN,6-1,-115217399.99999991,-145452186.7039258,-84982613.29607403,1.5345613668671376e-11,Yes
sp|P23246|SFPQ_HUMAN,7-1,-142990069.9999999,-173224856.7039258,-112755283.29607403,1.5322298985154248e-11,Yes
sp|P23246|SFPQ_HUMAN,6-2,30432899.999999925,198113.29607404768,60667686.7039258,0.04749109475630775,Yes
sp|O14734|ACOT8_HUMAN,2-1,4361419.99999999,1528514.8369805636,7194325.163019416,2.9430570924737776e-4,Yes
sp|O14734|ACOT8_HUMAN,3-1,4975929.999999992,2143024.8369805655,7808835.163019418,2.6222413499144004e-5,Yes
sp|O14734|ACOT8_HUMAN,4-1,7321319.999999992,4488414.836980565,10154225.163019419,1.2655001491168605e-9,Yes
sp|O14734|ACOT8_HUMAN,6-1,-4786380.000000002,-7619285.163019428,-1953474.8369805757,5.608463098527583e-5,Yes
sp|O14734|ACOT8_HUMAN,7-1,-5517380.000000001,-8350285.163019427,-2684474.8369805748,2.829390063352477e-6,Yes
sp|O14734|ACOT8_HUMAN,4-2,2959900.000000002,126994.8369805757,5792805.163019428,0.0349228529325778,Yes
sp|O14734|ACOT8_HUMAN,5-2,-3512499.999999998,-6345405.163019424,-679594.836980572,0.006221308829623351,Yes
sp|O14734|ACOT8_HUMAN,6-2,-9147799.99999999,-11980705.163019417,-6314894.8369805645,1.5886292281663827e-11,Yes
sp|O14734|ACOT8_HUMAN,7-2,-9878799.99999999,-12711705.163019417,-7045894.8369805645,1.5391798946495783e-11,Yes
sp|O14734|ACOT8_HUMAN,5-3,-4127010,-6959915.163019426,-1294104.8369805738,7.106698952322743e-4,Yes
sp|O14734|ACOT8_HUMAN,6-3,-9762309.999999993,-12595215.163019419,-6929404.836980566,1.540934047028486e-11,Yes
sp|O14734|ACOT8_HUMAN,7-3,-10493309.999999993,-13326215.163019419,-7660404.836980566,1.5353829319053602e-11,Yes
sp|O14734|ACOT8_HUMAN,5-4,-6472400,-9305305.163019426,-3639494.836980574,4.893948357675981e-8,Yes
sp|O14734|ACOT8_HUMAN,6-4,-12107699.999999993,-14940605.163019419,-9274794.836980566,1.5325407609623198e-11,Yes
sp|O14734|ACOT8_HUMAN,7-4,-12838699.999999993,-15671605.163019419,-10005794.836980566,1.5323187163573948e-11,Yes
sp|O14734|ACOT8_HUMAN,6-5,-5635299.999999993,-8468205.163019419,-2802394.8369805664,1.7269866504632247e-6,Yes
sp|O14734|ACOT8_HUMAN,7-5,-6366299.999999993,-9199205.163019419,-3533394.8369805664,7.720309558312266e-8,Yes
sp|Q8NF91|SYNE1_HUMAN,4-1,-18055499.999999996,-32556699.768888198,-3554300.2311117947,0.005921902618941655,Yes
sp|Q8NF91|SYNE1_HUMAN,6-1,-14963999.999999996,-29465199.768888198,-462800.2311117947,0.03878799831409985,Yes
sp|Q8NF91|SYNE1_HUMAN,7-1,-18225500,-32726699.7688882,-3724300.2311117984,0.0052969692976903016,Yes
sp|Q8NF91|SYNE1_HUMAN,4-2,-19460499.99999999,-33961699.76888819,-4959300.231111787,0.0023049406777222448,Yes
sp|Q8NF91|SYNE1_HUMAN,6-2,-16368999.999999989,-30870199.76888819,-1867800.2311117873,0.017134417619204756,Yes
sp|Q8NF91|SYNE1_HUMAN,7-2,-19630499.999999993,-34131699.76888819,-5129300.231111791,0.002049639560211425,Yes
sp|Q8NF91|SYNE1_HUMAN,4-3,-15506299.999999996,-30007499.768888198,-1005100.2311117947,0.02852335199096412,Yes
sp|Q8NF91|SYNE1_HUMAN,7-3,-15676300,-30177499.7688882,-1175100.2311117984,0.025848564740360014,Yes
sp|Q8NF91|SYNE1_HUMAN,5-4,20297399.99999999,5796200.231111787,34798599.76888819,0.0012852447013970147,Yes
sp|Q8NF91|SYNE1_HUMAN,6-5,-17205899.99999999,-31707099.76888819,-2704700.2311117873,0.010218503852231553,Yes
sp|Q8NF91|SYNE1_HUMAN,7-5,-20467399.999999993,-34968599.76888819,-5966200.231111791,0.0011393461661862725,Yes
sp|Q13332|PTPRS_HUMAN,2-1,7593899.999999978,845310.4263309874,14342489.573668968,0.01767486272850083,Yes
sp|Q13332|PTPRS_HUMAN,6-1,-11596190,-18344779.57366899,-4847600.42633101,4.051365600066248e-5,Yes
sp|Q13332|PTPRS_HUMAN,7-1,-15750609.999999998,-22499199.573668987,-9002020.426331008,2.6863705371305002e-8,Yes
sp|Q13332|PTPRS_HUMAN,4-2,-7224099.999999989,-13972689.57366898,-475510.42633099854,0.02825058743973896,Yes
sp|Q13332|PTPRS_HUMAN,5-2,-13263519.99999998,-20012109.57366897,-6514930.426330989,2.292428919026257e-6,Yes
sp|Q13332|PTPRS_HUMAN,6-2,-19190089.999999978,-25938679.573668968,-12441500.426330987,6.791522899618485e-11,Yes
sp|Q13332|PTPRS_HUMAN,7-2,-23344509.999999978,-30093099.573668968,-16595920.426330987,1.540179095371741e-11,Yes
sp|Q13332|PTPRS_HUMAN,5-3,-11290519.999999998,-18039109.573668987,-4541930.426331008,6.756193319923387e-5,Yes
sp|Q13332|PTPRS_HUMAN,6-3,-17217089.999999996,-23965679.573668987,-10468500.426331006,1.892694556637764e-9,Yes
sp|Q13332|PTPRS_HUMAN,7-3,-21371509.999999993,-28120099.573668983,-14622920.426331002,1.643540858964343e-11,Yes
sp|Q13332|PTPRS_HUMAN,6-4,-11965989.999999989,-18714579.57366898,-5217400.426330999,2.1669223512987834e-5,Yes
sp|Q13332|PTPRS_HUMAN,7-4,-16120409.999999987,-22868999.57366898,-9371820.426330997,1.3757368688693816e-8,Yes
sp|Q13332|PTPRS_HUMAN,7-5,-10080989.999999996,-16829579.573668987,-3332400.426331006,4.807851629133886e-4,Yes
sp|Q9HAT2|SIAE_HUMAN,7-1,17459369.999999996,12112821.068562264,22805918.93143773,1.5706880240884402e-11,Yes
sp|Q9HAT2|SIAE_HUMAN,7-2,16832809.999999993,11486261.06856226,22179358.931437723,1.6699197580294367e-11,Yes
sp|Q9HAT2|SIAE_HUMAN,7-3,16335399.999999993,10988851.06856226,21681948.931437723,1.9414692076225037e-11,Yes
sp|Q9HAT2|SIAE_HUMAN,7-4,14757449.999999993,9410901.06856226,20103998.931437723,1.6070911268428745e-10,Yes
sp|Q9HAT2|SIAE_HUMAN,7-5,15464869.999999993,10118321.06856226,20811418.931437723,4.434674849562725e-11,Yes
sp|Q9HAT2|SIAE_HUMAN,7-6,17092230,11745681.068562267,22438778.93143773,1.612343591972376e-11,Yes
sp|Q9HA65|TBC17_HUMAN,7-2,-8402599.999999994,-15468164.12360132,-1337035.8763986696,0.009967701092238546,Yes
sp|Q99460|PSMD1_HUMAN,2-1,-24968100.000000037,-40541470.9538981,-9394729.046101974,1.468328712738165e-4,Yes
sp|Q99460|PSMD1_HUMAN,3-1,-24301200.00000003,-39874570.953898095,-8727829.046101967,2.346867407353459e-4,Yes
sp|Q99460|PSMD1_HUMAN,4-1,-16911500.00000003,-32484870.953898095,-1338129.0461019669,0.02480130536031544,Yes
sp|Q99460|PSMD1_HUMAN,5-1,-15694100.000000045,-31267470.95389811,-120729.04610198177,0.0470438015952106,Yes
sp|Q99460|PSMD1_HUMAN,7-1,-57987300.00000002,-73560670.95389809,-42413929.04610196,1.5354051363658527e-11,Yes
sp|Q99460|PSMD1_HUMAN,6-2,23713899.999999978,8140529.046101915,39287270.95389804,3.528586598514627e-4,Yes
sp|Q99460|PSMD1_HUMAN,7-2,-33019199.999999985,-48592570.95389805,-17445829.04610192,3.5959946365071715e-7,Yes
sp|Q99460|PSMD1_HUMAN,6-3,23046999.99999997,7473629.046101907,38620370.953898035,5.571723410802143e-4,Yes
sp|Q99460|PSMD1_HUMAN,7-3,-33686099.99999999,-49259470.95389806,-18112729.046101928,2.1440939901307132e-7,Yes
sp|Q99460|PSMD1_HUMAN,6-4,15657299.99999997,83929.04610190727,31230670.953898035,0.04792830117585989,Yes
sp|Q99460|PSMD1_HUMAN,7-4,-41075799.99999999,-56649170.95389806,-25502429.046101928,6.669194085873187e-10,Yes
sp|Q99460|PSMD1_HUMAN,7-5,-42293199.99999998,-57866570.95389804,-26719829.046101913,2.6559587862351464e-10,Yes
sp|Q99460|PSMD1_HUMAN,7-6,-56733099.99999996,-72306470.95389803,-41159729.0461019,1.5358270211152103e-11,Yes
sp|P49354|FNTA_HUMAN,7-1,7600939.999999994,995708.7294647731,14206171.270535216,0.014112717527093643,Yes
sp|Q9UL46|PSME2_HUMAN,4-1,6159020.000000013,446189.12134877406,11871850.878651252,0.026495425832502306,Yes
sp|Q9UL46|PSME2_HUMAN,5-1,6588180.000000007,875349.1213487685,12301010.878651246,0.013803951492147082,Yes
sp|Q9UL46|PSME2_HUMAN,6-1,11162030.000000007,5449199.1213487685,16874860.878651246,2.627763341034317e-6,Yes
sp|Q9UL46|PSME2_HUMAN,7-1,31287130.000000004,25574299.121348765,36999960.87865125,1.5322076940549323e-11,Yes
sp|Q9UL46|PSME2_HUMAN,6-2,9550189.999999989,3837359.12134875,15263020.878651228,6.856321586778957e-5,Yes
sp|Q9UL46|PSME2_HUMAN,7-2,29675289.999999985,23962459.121348746,35388120.878651224,1.5322076940549323e-11,Yes
sp|Q9UL46|PSME2_HUMAN,6-3,9091409.999999996,3378579.1213487573,14804240.878651235,1.672868043911535e-4,Yes
sp|Q9UL46|PSME2_HUMAN,7-3,29216509.999999993,23503679.121348754,34929340.87865123,1.5322076940549323e-11,Yes
sp|Q9UL46|PSME2_HUMAN,7-4,25128109.999999993,19415279.121348754,30840940.87865123,1.5323853297388723e-11,Yes
sp|Q9UL46|PSME2_HUMAN,7-5,24698949.999999996,18986119.121348757,30411780.878651235,1.5324519431203498e-11,Yes
sp|Q9UL46|PSME2_HUMAN,7-6,20125099.999999996,14412269.121348757,25837930.878651235,1.5382695117693856e-11,Yes
sp|Q02978|M2OM_HUMAN,2-1,105574999.99999976,21660063.60019566,189489936.39980388,0.005232007823431806,Yes
sp|Q02978|M2OM_HUMAN,3-1,193667000.00000012,109752063.60019602,277581936.39980423,3.6897008226510764e-8,Yes
sp|Q02978|M2OM_HUMAN,5-1,-187285899.99999982,-271200836.39980394,-103370963.60019572,9.311251292221101e-8,Yes
sp|Q02978|M2OM_HUMAN,6-1,-219743999.99999982,-303658936.39980394,-135829063.6001957,8.368306048112117e-10,Yes
sp|Q02978|M2OM_HUMAN,7-1,-293080899.99999976,-376995836.3998039,-209165963.60019565,1.5391798946495783e-11,Yes
sp|Q02978|M2OM_HUMAN,3-2,88092000.00000036,4177063.6001962572,172006936.39980447,0.033534763989357175,Yes
sp|Q02978|M2OM_HUMAN,4-2,-102280999.9999997,-186195936.39980382,-18366063.6001956,0.007579574259735766,Yes
sp|Q02978|M2OM_HUMAN,5-2,-292860899.9999996,-376775836.3998037,-208945963.60019547,1.5393575303335183e-11,Yes
sp|Q02978|M2OM_HUMAN,6-2,-325318999.9999996,-409233936.3998037,-241404063.60019547,1.5339840508943325e-11,Yes
sp|Q02978|M2OM_HUMAN,7-2,-398655899.9999995,-482570836.39980364,-314740963.6001954,1.5322298985154248e-11,Yes
sp|Q02978|M2OM_HUMAN,4-3,-190373000.00000006,-274287936.3998042,-106458063.60019596,5.952470416570321e-8,Yes
sp|Q02978|M2OM_HUMAN,5-3,-380952899.99999994,-464867836.39980406,-297037963.6001958,1.5323187163573948e-11,Yes
sp|Q02978|M2OM_HUMAN,6-3,-413410999.99999994,-497325936.39980406,-329496063.6001958,1.5322298985154248e-11,Yes
sp|Q02978|M2OM_HUMAN,7-3,-486747899.9999999,-570662836.399804,-402832963.60019577,1.5322076940549323e-11,Yes
sp|Q02978|M2OM_HUMAN,5-4,-190579899.99999988,-274494836.399804,-106664963.60019578,5.776456502015748e-8,Yes
sp|Q02978|M2OM_HUMAN,6-4,-223037999.99999988,-306952936.399804,-139123063.60019577,5.23240117900059e-10,Yes
sp|Q02978|M2OM_HUMAN,7-4,-296374899.9999998,-380289836.39980394,-212459963.6001957,1.538380534071848e-11,Yes
sp|Q02978|M2OM_HUMAN,7-5,-105794999.99999994,-189709936.39980406,-21880063.60019584,0.00510250804302792,Yes
sp|Q8NE62|CHDH_HUMAN,3-1,15672150.000000011,6072670.685434086,25271629.314565934,1.0611425206286107e-4,Yes
sp|Q8NE62|CHDH_HUMAN,3-2,12175340.000000013,2575860.685434088,21774819.314565938,0.0047442766056181584,Yes
sp|Q8NE62|CHDH_HUMAN,5-3,-15910720.000000011,-25510199.314565934,-6311240.685434086,8.043539273805411e-5,Yes
