Uniprot_ID,Uniprot_name,Location_control,Confidence_control,Location_AD,Confidence_AD
Q5TZA2,CROCC_HUMAN,Cytoplasm,Low,Nucleus,Medium
Q5U4P2,ASPH1_HUMAN,Endoplasmic Reticulum,High,Mitochondria_Postsynapse,Low
Q5VIR6,VPS53_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q5VSL9,STRP1_HUMAN,Mitochondria,Medium,Mitochondria,High
Q5VST6,AB17B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q5VT25,MRCKA_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,High
Q5VT66,MARC1_HUMAN,Cytoplasm,Low,Mitochondria,Medium
Q5VUB5,F1711_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q5VW32,BROX_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q5VWJ9,SNX30_HUMAN,Endoplasmic Reticulum,High,Mitochondria_Postsynapse,Low
Q5VWQ8,DAB2P_HUMAN,Mitochondria,Low,Mitochondria,Medium
Q5VWZ2,LYPL1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q5VYK3,ECM29_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q5VZ66,JKIP3_HUMAN,NA,None,Mitochondria_Postsynapse,Low
Q5VZK9,CARL1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Nucleus,Low
Q5XKP0,MIC13_HUMAN,Mitochondria,Medium,Mitochondria_Postsynapse,Low
Q63HM9,PLCX3_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
Q643R3,LPCT4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q66K14,TBC9B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q66K74,MAP1S_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q684P5,RPGP2_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q68CZ2,TENS3_HUMAN;sp,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q68D91,MBLC2_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,High
Q68DH5,LMBD2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q68DU8,KCD16_HUMAN,Mitochondria_Postsynapse,Low,Nucleus_Postsynapse,Low
Q6BCY4,NB5R2_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q6DD88,ATLA3_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q6DN90,IQEC1_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
Q6FI81,CPIN1_HUMAN,Nucleus,Low,Nucleus,Medium
Q6GMV3,PTRD1_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Medium
Q6H8Q1,ABLM2_HUMAN;sp,Cytoskeleton_Endoplasmic Reticulum,Low,NA,None
Q6IAA8,LTOR1_HUMAN,Plasma membrane,High,Presynapse,High
Q6IAN0,DRS7B_HUMAN,Endoplasmic Reticulum,High,Mitochondria,High
Q6IBS0,TWF2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q6IQ20,NAPEP_HUMAN,Endoplasmic Reticulum,High,Presynapse,Medium
Q6IQ22,RAB12_HUMAN,Cytoplasm,Low,Mitochondria,Low
Q6KCM7,SCMC2_HUMAN,Postsynapse,High,Postsynapse,Low
Q6L8Q7,PDE12_HUMAN,Endoplasmic Reticulum_Postsynapse,Low,NA,None
Q6NUK1,SCMC1_HUMAN,Mitochondria,High,Mitochondria,High
Q6NV74,K121L_HUMAN,Mitochondria,Low,Mitochondria_Nucleus,Low
Q6NVY1,HIBCH_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Postsynapse,Low
Q6NXS1,IPP2B_HUMAN;sp,Cytoplasm,High,Cytoplasm,High
Q6NZI2,CAVN1_HUMAN,Nucleus,High,Nucleus,High
Q6P1X6,CH082_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q6P2E9,EDC4_HUMAN,Plasma membrane,Low,Endoplasmic Reticulum,Low
Q6P3W7,SCYL2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q6P4A7,SFXN4_HUMAN,Mitochondria,Low,Mitochondria,High
Q6P587,FAHD1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q6P995,F171B_HUMAN,Mitochondria,Medium,Mitochondria,Medium
Q6P9B6,TLDC1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q6PCB7,S27A1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q6PCE3,PGM2L_HUMAN,Cytoplasm,High,Cytoplasm,High
Q6PFW1,VIP1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q6PGP7,TTC37_HUMAN,Mitochondria_Nucleus,Low,Endoplasmic Reticulum_Nucleus,Low
Q6PI78,TMM65_HUMAN,Mitochondria,Medium,Mitochondria_Postsynapse,Low
Q6PJW8,CNST_HUMAN,Endoplasmic Reticulum,Medium,Postsynapse,Low
Q6PKG0,LARP1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q6PUV4,CPLX2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q6U841,S4A10_HUMAN,Plasma membrane,High,Cytoskeleton,Medium
Q6UW68,TM205_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q6UWE0,LRSM1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q6UWP2,DHR11_HUMAN,Cytoplasm,High,Cytoplasm,High
Q6UWR7,ENPP6_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q6UXD5,SE6L2_HUMAN,Postsynapse,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q6VY07,PACS1_HUMAN,Presynapse,Medium,Endoplasmic Reticulum,Medium
Q6WCQ1,MPRIP_HUMAN,Postsynapse,Medium,Nucleus,Medium
Q6Y7W6,GGYF2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q6YN16,HSDL2_HUMAN,Plasma membrane,High,Cytoskeleton,High
Q6YP21,KAT3_HUMAN,Mitochondria,Medium,Postsynapse,Low
Q6ZMI0,PPR21_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Presynapse,Low
Q6ZSS7,MFSD6_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q6ZT12,UBR3_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q6ZVL6,K154L_HUMAN,Endoplasmic Reticulum,High,Mitochondria_Postsynapse,Low
Q6ZVM7,TM1L2_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q709C8,VP13C_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Cytoskeleton_Endoplasmic Reticulum,Low
Q71DI3,H32_HUMAN,Nucleus,High,Nucleus,High
Q71U36,TBA1A_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q71UI9,H2AV_HUMAN;sp,Plasma membrane,Medium,Nucleus,Medium
Q71UM5,RS27L_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q765P7,MTSSL_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q7KZF4,SND1_HUMAN,Presynapse,Low,Cytoskeleton_Endoplasmic Reticulum,Low
Q7KZN9,COX15_HUMAN,Mitochondria,Medium,Mitochondria,High
Q7L099,RUFY3_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q7L0J3,SV2A_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
Q7L1I2,SV2B_HUMAN,Plasma membrane,High,Plasma membrane,Medium
Q7L1Q6,BZW1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q7L1S5,CHST9_HUMAN,Endoplasmic Reticulum,Medium,Postsynapse,Medium
Q7L266,ASGL1_HUMAN,Cytoplasm,Medium,Cytoskeleton,High
Q7L2E3,DHX30_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q7L2H7,EIF3M_HUMAN,Cytoplasm,Low,Endoplasmic Reticulum,High
Q7L3T8,SYPM_HUMAN,Mitochondria,Medium,NA,None
Q7L523,RRAGA_HUMAN;sp,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q7L576,CYFP1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q7L5N1,CSN6_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoskeleton_Presynapse,Low
Q7L5N7,PCAT2_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Endoplasmic Reticulum_Mitochondria,Low
Q7L775,EPMIP_HUMAN,Nucleus,Medium,Endoplasmic Reticulum,Medium
Q7Z2K8,GRIN1_HUMAN,Cytoplasm,Medium,Nucleus,Low
Q7Z392,TPC11_HUMAN,NA,None,Mitochondria,Medium
Q7Z3D6,GLUCM_HUMAN,Postsynapse,Medium,Cytoskeleton,Low
Q7Z3J2,CP062_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q7Z3U7,MON2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q7Z406,MYH14_HUMAN,Endoplasmic Reticulum,Medium,Cytoskeleton,Medium
Q7Z460,CLAP1_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Cytoskeleton_Endoplasmic Reticulum,Low
Q7Z4H3,HDDC2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q7Z4S6,KI21A_HUMAN;sp,Plasma membrane,Medium,Cytoskeleton,High
Q7Z4W1,DCXR_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q7Z6G3,NECA2_HUMAN,Cytoskeleton,High,Cytoplasm,High
Q7Z6G8,ANS1B_HUMAN,Postsynapse,High,Mitochondria_Postsynapse,Low
Q7Z6Z7,HUWE1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q7Z7A4,PXK_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q7Z7H8,RM10_HUMAN,Mitochondria,High,Mitochondria,Medium
Q7Z7L7,ZER1_HUMAN,Cytoplasm,Medium,Mitochondria_Nucleus,Low
Q86SK9,SCD5_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q86SX6,GLRX5_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Postsynapse,Low
Q86SZ2,TPC6B_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Low
Q86T65,DAAM2_HUMAN,Endoplasmic Reticulum,High,Cytoskeleton,Low
Q86TP1,PRUN1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q86TV6,TTC7B_HUMAN,Mitochondria,Low,Presynapse,Medium
Q86TX2,ACOT1_HUMAN,Cytoskeleton,High,Cytoplasm,Medium
Q86UP2,KTN1_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Medium
Q86UR5,RIMS1_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Postsynapse,Low
Q86UW7,CAPS2_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Endoplasmic Reticulum_Postsynapse,Low
Q86UW8,HPLN4_HUMAN,Cytoskeleton_Presynapse,Low,Cytoskeleton_Presynapse,Low
Q86UX6,ST32C_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria_Presynapse,Low
Q86UY8,NT5D3_HUMAN,Mitochondria,Medium,Postsynapse,Medium
Q86V81,THOC4_HUMAN,Cytoskeleton_Endoplasmic Reticulum,Low,Endoplasmic Reticulum_Nucleus,Low
Q86V88,MGDP1_HUMAN,Cytoplasm,High,Cytoplasm_Endoplasmic Reticulum,Low
Q86VP6,CAND1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q86VS8,HOOK3_HUMAN,Cytoplasm,Low,Mitochondria,Medium
Q86VU5,CMTD1_HUMAN,Mitochondria,High,Mitochondria,High
Q86VW0,SESD1_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Medium
Q86WA6,BPHL_HUMAN,Mitochondria,High,Mitochondria_Postsynapse,Low
Q86WG3,ATCAY_HUMAN;sp,Cytoskeleton_Postsynapse,Low,Cytoskeleton,Medium
Q86WU2,LDHD_HUMAN,Mitochondria,High,Mitochondria,High
Q86X10,RLGPB_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Cytoskeleton,Medium
Q86X55,CARM1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
Q86X55,CARM1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
Q86X76,NIT1_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q86XE3,MICU3_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,High
Q86Y39,NDUAB_HUMAN,Postsynapse,Low,Mitochondria,Medium
Q86Y82,STX12_HUMAN,Plasma membrane,Medium,Endoplasmic Reticulum,Low
Q86YM7,HOME1_HUMAN;REV__sp,Cytoskeleton_Mitochondria,Low,Postsynapse,High
Q86YN1,DOPP1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Low
Q86YQ8,CPNE8_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Low
Q86YS7,C2CD5_HUMAN,NA,None,Nucleus,Medium
Q8IU85,KCC1D_HUMAN,Endoplasmic Reticulum,Low,Cytoskeleton,Low
Q8IUR0,TPPC5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8IUR7,ARMC8_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Nucleus,Low
Q8IUS5,EPHX4_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q8IV01,SYT12_HUMAN,Presynapse,Low,Presynapse,Low
Q8IV08,PLD3_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,High
Q8IV38,ANKY2_HUMAN,Postsynapse,Medium,Mitochondria,Low
Q8IVD9,NUDC3_HUMAN,Endoplasmic Reticulum,Low,Presynapse,Low
Q8IVF2,AHNK2_HUMAN,Cytoplasm_Cytoskeleton,Low,Cytoplasm,Medium
Q8IVP5,FUND1_HUMAN,Mitochondria_Nucleus,Low,Mitochondria,Medium
Q8IW45,NNRD_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q8IWA5,CTL2_HUMAN,Presynapse,High,Cytoskeleton_Presynapse,Low
Q8IWB7,WDFY1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q8IWQ3,BRSK2_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q8IWT6,LRC8A_HUMAN,Presynapse,High,Endoplasmic Reticulum_Presynapse,Low
Q8IXI2,MIRO1_HUMAN,Endoplasmic Reticulum_Presynapse,Low,Cytoskeleton_Postsynapse,Low
Q8IXJ6,SIR2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8IXS8,F126B_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q8IY17,PLPL6_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8IY22,CMIP_HUMAN,Endoplasmic Reticulum,Medium,NA,None
Q8IYB4,PEX5R_HUMAN,Endoplasmic Reticulum,Low,Presynapse,Low
Q8IYB5,SMAP1_HUMAN,Plasma membrane_Presynapse,Low,Presynapse,Medium
Q8IYI6,EXOC8_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8IYJ1,CPNE9_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q8IYQ7,THNS1_HUMAN,Mitochondria,High,Nucleus_Postsynapse,Low
Q8IZ83,A16A1_HUMAN,Endoplasmic Reticulum,Medium,Cytoplasm,Medium
Q8IZD9,DOCK3_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,Medium
Q8IZP0,ABI1_HUMAN,Presynapse,Medium,Presynapse,High
Q8IZS8,CA2D3_HUMAN,Presynapse,Medium,Endoplasmic Reticulum_Presynapse,Low
Q8IZU2,WDR17_HUMAN,Mitochondria,Low,Postsynapse,Low
Q8N0X7,SPART_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,High
Q8N111,CEND_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8N122,RPTOR_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q8N135,LGI4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q8N145,LGI3_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q8N163,CCAR2_HUMAN,Nucleus,High,Nucleus,Medium
Q8N183,NDUF2_HUMAN,Mitochondria,Medium,Cytoskeleton_Postsynapse,Low
Q8N1B4,VPS52_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8N1F7,NUP93_HUMAN,Nucleus,Medium,Mitochondria,High
Q8N1G4,LRC47_HUMAN,Cytoskeleton_Plasma membrane,Low,Endoplasmic Reticulum,Low
Q8N1I0,DOCK4_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q8N2F6,ARM10_HUMAN,Presynapse,Low,Postsynapse,Medium
Q8N2K0,ABD12_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8N335,GPD1L_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q8N3E9,PLCD3_HUMAN,Endoplasmic Reticulum_Plasma membrane,Low,Endoplasmic Reticulum_Plasma membrane,Low
Q8N3F0,MTURN_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q8N3J6,CADM2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8N3P4,VPS8_HUMAN,Endoplasmic Reticulum,High,Mitochondria,High
Q8N3V7,SYNPO_HUMAN,Postsynapse,Medium,Postsynapse,High
Q8N414,PGBD5_HUMAN,Postsynapse,Medium,Nucleus,Low
Q8N461,FXL16_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q8N465,D2HDH_HUMAN,Cytoskeleton_Mitochondria,Low,Nucleus,Low
Q8N468,MFD4A_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,High
Q8N4C8,MINK1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8N4P6,LRC71_HUMAN,NA,None,Mitochondria,Low
Q8N4Q0,PTGR3_HUMAN,Mitochondria,Medium,Mitochondria,High
Q8N4V2,SVOP_HUMAN,Endoplasmic Reticulum,Medium,Mitochondria,High
Q8N568,DCLK2_HUMAN;sp,Cytoskeleton_Endoplasmic Reticulum,Low,Presynapse,Medium
Q8N573,OXR1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8N5H7,SH2D3_HUMAN,Mitochondria,Medium,Mitochondria_Nucleus,Low
Q8N5J2,MINY1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q8N5K1,CISD2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8N5R6,CCD33_HUMAN,NA,None,Cytoplasm,Low
Q8N5S9,KKCC1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Plasma membrane,Low
Q8N5V2,NGEF_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8N668,COMD1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8N684,CPSF7_HUMAN,Nucleus,High,Nucleus,Medium
Q8N6C5,IGSF1_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q8N6M0,OTU6B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8N6N7,ACBD7_HUMAN,Cytoplasm,High,Cytoplasm,High
Q8N6T3,ARFG1_HUMAN,Endoplasmic Reticulum,Low,Mitochondria_Presynapse,Low
Q8N766,EMC1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8N7J2,AMER2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Presynapse,Low
Q8N8N7,PTGR2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q8N8S7,ENAH_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q8N8Y2,VA0D2_HUMAN,Plasma membrane_Presynapse,Low,Cytoskeleton,High
Q8N987,NECA1_HUMAN,Cytoskeleton,High,Cytoskeleton,Low
Q8N9F0,NAT8L_HUMAN,NA,None,Mitochondria,Medium
Q8N9I0,SYT2_HUMAN,Presynapse,Low,Cytoskeleton,Medium
Q8N9N7,LRC57_HUMAN,Presynapse,High,Endoplasmic Reticulum_Presynapse,Low
Q8N9R8,SCAI_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q8NB37,GALD1_HUMAN,Plasma membrane,Low,Endoplasmic Reticulum_Presynapse,Low
Q8NBF2,NHLC2_HUMAN,Cytoplasm,Medium,Mitochondria,Medium
Q8NBF6,AVL9_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Low
Q8NBM8,PCYXL_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q8NBN7,RDH13_HUMAN,Mitochondria,Medium,Mitochondria,High
Q8NBQ5,DHB11_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8NBS9,TXND5_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8NBU5,ATAD1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q8NBX0,SCPDL_HUMAN,Plasma membrane,Medium,Cytoskeleton,Medium
Q8NC51,PAIRB_HUMAN,Plasma membrane,Medium,Endoplasmic Reticulum_Presynapse,Low
Q8NC96,NECP1_HUMAN,Presynapse,Medium,Presynapse,High
Q8NCA5,FA98A_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Mitochondria,Low
Q8NCB2,CAMKV_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q8NCG7,DGLB_HUMAN,Plasma membrane,Medium,Presynapse,Low
Q8NCW5,NNRE_HUMAN,Cytoplasm,Medium,Cytoplasm,Medium
Q8ND24,RN214_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q8ND76,CCNY_HUMAN,Presynapse,Low,Plasma membrane,Low
Q8NDA8,MROH1_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q8NDH3,PEPL1_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Endoplasmic Reticulum_Mitochondria,Low
Q8NE01,CNNM3_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q8NE62,CHDH_HUMAN,Mitochondria,Medium,NA,None
Q8NE71,ABCF1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum_Presynapse,Low
Q8NE86,MCU_HUMAN,Mitochondria,Medium,Endoplasmic Reticulum,Medium
Q8NEB9,PK3C3_HUMAN,NA,None,Mitochondria,High
Q8NEU8,DP13B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8NF37,PCAT1_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8NF91,SYNE1_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q8NF91,SYNE1_HUMAN,Cytoskeleton,High,Cytoskeleton,Medium
Q8NFJ9,BBS1_HUMAN,Postsynapse,Low,Mitochondria,High
Q8NFP9,NBEA_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q8NFU3,TSTD1_HUMAN,Cytoplasm_Endoplasmic Reticulum,Low,Mitochondria,High
Q8NFV4,ABHDB_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria,High
Q8NFW8,NEUA_HUMAN,Plasma membrane,Low,Nucleus,Medium
Q8NFX7,STXB6_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q8NFZ4,NLGN2_HUMAN,Nucleus,High,Mitochondria,High
Q8NFZ8,CADM4_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q8NHG7,SVIP_HUMAN,Presynapse,Medium,Plasma membrane,Low
Q8NHH9,ATLA2_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Medium
Q8NHP6,MSPD2_HUMAN,Nucleus,Low,Mitochondria,High
Q8TAC2,JOS2_HUMAN,Endoplasmic Reticulum,Low,Mitochondria,Medium
Q8TAF3,WDR48_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q8TAM6,ERMIN_HUMAN,Cytoskeleton,Medium,Cytoskeleton,High
Q8TAT6,NPL4_HUMAN,Endoplasmic Reticulum,Low,NA,None
Q8TB36,GDAP1_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8TB96,TIP_HUMAN,Endoplasmic Reticulum,Medium,Presynapse,Medium
Q8TBB6,S7A14_HUMAN,Endoplasmic Reticulum,Medium,Nucleus,Low
Q8TBC4,UBA3_HUMAN,Cytoplasm,High,Cytoskeleton,Medium
Q8TBF2,PXL2B_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,Low
Q8TBX8,PI42C_HUMAN,Cytoskeleton,Medium,Cytoskeleton_Plasma membrane,Low
Q8TC12,RDH11_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8TCD5,NT5C_HUMAN,Cytoplasm,High,Cytoplasm,High
Q8TCU6,PREX1_HUMAN,Endoplasmic Reticulum_Nucleus,Low,Endoplasmic Reticulum,Medium
Q8TCZ2,C99L2_HUMAN,Presynapse,High,Endoplasmic Reticulum,Low
Q8TD22,SFXN5_HUMAN,Presynapse,High,NA,None
Q8TDC3,BRSK1_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q8TDJ6,DMXL2_HUMAN,Plasma membrane,Medium,Cytoskeleton,High
Q8TDQ7,GNPI2_HUMAN,Cytoplasm,High,Cytoplasm,High
Q8TDW7,FAT3_HUMAN,Cytoplasm,High,Cytoplasm,Medium
Q8TEA8,DTD1_HUMAN,Cytoskeleton,Medium,Cytoplasm,Medium
Q8TEQ8,PIGO_HUMAN,NA,None,Mitochondria_Nucleus,Low
Q8TF30,WHAMM_HUMAN,Cytoplasm,Low,Cytoplasm,High
Q8TF44,C2C4C_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Nucleus,Low
Q8TF61,FBX41_HUMAN,Endoplasmic Reticulum_Mitochondria,Low,Postsynapse,Low
Q8WU79,SMAP2_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum,Medium
Q8WUD1,RAB2B_HUMAN,Mitochondria,Medium,Endoplasmic Reticulum_Postsynapse,Low
Q8WUK0,PTPM1_HUMAN,Mitochondria,High,Mitochondria,High
Q8WUM4,PDC6I_HUMAN,Cytoskeleton,High,Cytoskeleton,High
Q8WUW1,BRK1_HUMAN,Plasma membrane_Presynapse,Low,Plasma membrane_Presynapse,Low
Q8WUX9,CHMP7_HUMAN,Endoplasmic Reticulum,High,Mitochondria,Medium
Q8WUY1,THEM6_HUMAN,Endoplasmic Reticulum,High,Endoplasmic Reticulum,High
Q8WUY3,PRUN2_HUMAN,Mitochondria_Postsynapse,Low,Mitochondria_Presynapse,Low
Q8WVC6,DCAKD_HUMAN,Endoplasmic Reticulum,Medium,Endoplasmic Reticulum_Mitochondria,Low
Q8WVM8,SCFD1_HUMAN,Endoplasmic Reticulum,Low,Endoplasmic Reticulum,Low
Q8WVV9,HNRLL_HUMAN,Nucleus,High,Endoplasmic Reticulum,High
Q8WW22,DNJA4_HUMAN,NA,None,Endoplasmic Reticulum,Low
Q8WWI1,LMO7_HUMAN,NA,None,Mitochondria,Medium
